Block_No,Date,Rep,Year,Point,Blockyrreppt,Blockdaterepobs,ObsNo,Hr,Min,FMLast,Species,Period,No_gt_1,Behav,Dist,Identity,Total_10,Exact_distance,MODIFIED,Access BlockYrRepPtID,Access Observer Code,Comments,New species codes
37154,6/15/2016,,2016,16,37154-2016--16,37154-160615--155,155,3,36,CWWright,WWCR,10,2,FO,60,,2,,8/31/2016,,,,WWCR
37154,6/15/2016,,2016,21,37154-2016--21,37154-160615--155,155,4,12,CWWright,WWCR,5,2,FO,80,,2,,8/31/2016,,,,WWCR
37154,6/15/2016,,2016,19,37154-2016--19,37154-160615--155,155,7,48,CWWright,SACR,8,2,V,150,,2,,8/31/2016,,,,SACR
37154,6/15/2016,,2016,19,37154-2016--19,37154-160615--155,155,7,48,CWWright,SACR,8,2,C,60,,2,,8/31/2016,,,,SACR
37154,6/15/2016,,2016,18,37154-2016--18,37154-160615--155,155,8,22,CWWright,WWCR,3,2,FO,30,,2,,8/31/2016,,,,WWCR
37154,6/16/2016,,2016,8,37154-2016--8,37154-160616--155,155,4,15,CWWright,SUSC,3,2,F,150,,2,,8/31/2016,,,,SUSC
37154,6/16/2016,,2016,9,37154-2016--9,37154-160616--155,155,5,0,CWWright,WWCR,10,2,C,120,,2,,8/31/2016,,,,WWCR
37393,6/13/2016,,2016,8,37393-2016--8,37393-160613--155,155,8,25,CWWright,RTHA,3,2,MF,150,,2,,8/31/2016,,,,RTHA
29941,6/13/2016,,2016,21,29941-2016--21,29941-160613--156,156,4,21,BWRobinson,CORE,10,2,C,100,,2,,9/1/2016,,,,CORE
29941,6/13/2016,,2016,19,29941-2016--19,29941-160613--156,156,6,35,BWRobinson,GWFG,8,2,C,150,,2,400,9/1/2016,,,,GWFG
29941,6/14/2016,,2016,3,29941-2016--3,29941-160614--156,156,5,57,BWRobinson,WHIM,3,2,C,150,,2,250,9/1/2016,,,,WHIM
29941,6/14/2016,,2016,4,29941-2016--4,29941-160614--156,156,6,22,BWRobinson,HUGO,3,2,C,150,,2,250,9/1/2016,,,,HUGO
29941,6/14/2016,,2016,4,29941-2016--4,29941-160614--156,156,6,22,BWRobinson,SACR,3,2,C,150,,2,500,9/1/2016,,,,SACR
29941,6/14/2016,,2016,4,29941-2016--4,29941-160614--156,156,6,22,BWRobinson,WHIM,3,2,C,150,,2,400,9/1/2016,,,,WHIM
29941,6/14/2016,,2016,4,29941-2016--4,29941-160614--156,156,6,22,BWRobinson,SAVS,5,2,S,30,,2,,9/1/2016,,,,SAVS
29941,6/14/2016,,2016,5,29941-2016--5,29941-160614--156,156,6,48,BWRobinson,SAVS,3,2,C,100,,2,,9/1/2016,,,,SAVS
29941,6/14/2016,,2016,10,29941-2016--10,29941-160614--156,156,7,13,BWRobinson,TRUS,5,2,C,150,,2,250,9/1/2016,,,,TRUS
29941,6/14/2016,,2016,9,29941-2016--9,29941-160614--156,156,7,43,BWRobinson,HUGO,8,2,C,150,,2,250,9/1/2016,,,,HUGO
29941,6/14/2016,,2016,9,29941-2016--9,29941-160614--156,156,7,43,BWRobinson,CANG,10,2,C,150,,2,400,9/1/2016,,,,CANG
29941,6/14/2016,,2016,8,29941-2016--8,29941-160614--156,156,8,10,BWRobinson,SAVS,3,2,C,30,,2,,9/1/2016,,,,SAVS
29941,6/14/2016,,2016,7,29941-2016--7,29941-160614--156,156,8,35,BWRobinson,WHIM,3,2,C,150,,2,350,9/1/2016,,,,WHIM
30903,6/15/2016,,2016,20,30903-2016--20,30903-160615--156,156,5,15,BWRobinson,SAVS,3,2,C,50,,2,,9/1/2016,,,,SAVS
30903,6/15/2016,,2016,20,30903-2016--20,30903-160615--156,156,5,15,BWRobinson,CANG,10,2,FO,150,,2,400,9/1/2016,,,,CANG
30903,6/15/2016,,2016,25,30903-2016--25,30903-160615--156,156,5,45,BWRobinson,LEYE,3,2,C,150,,2,350,9/1/2016,,,,LEYE
30903,6/15/2016,,2016,18,30903-2016--18,30903-160615--156,156,8,45,BWRobinson,CORE,3,2,C,150,,2,200,9/1/2016,,,,CORE
30903,6/15/2016,,2016,19,30903-2016--19,30903-160615--156,156,9,27,BWRobinson,RUBL,3,2,S,150,,2,,9/1/2016,,,,RUBL
30903,6/15/2016,,2016,14,30903-2016--14,30903-160615--156,156,10,3,BWRobinson,CORE,3,2,FO,100,,2,,9/1/2016,,,,CORE
30903,6/16/2016,,2016,4,30903-2016--4,30903-160616--156,156,4,54,BWRobinson,WWCR,8,2,FO,100,,2,,9/1/2016,,,,WWCR
30903,6/16/2016,,2016,11,30903-2016--11,30903-160616--156,156,7,31,BWRobinson,WWCR,10,2,FO,50,,2,,9/1/2016,,,,WWCR
30903,6/16/2016,,2016,13,30903-2016--13,30903-160616--156,156,9,38,BWRobinson,WWCR,3,2,V,60,,2,,9/1/2016,,,,WWCR
33074,6/18/2016,,2016,1,33074-2016--1,33074-160618--156,156,6,34,BWRobinson,BOCH,3,2,C,30,,2,,9/1/2016,,,,BOCH
33074,6/18/2016,,2016,3,33074-2016--3,33074-160618--156,156,7,35,BWRobinson,WWCR,8,2,FO,30,,2,,9/1/2016,,,,WWCR
33074,6/18/2016,,2016,8,33074-2016--8,33074-160618--156,156,8,34,BWRobinson,GADW,8,2,MF,130,,2,,9/1/2016,,,,GADW
33074,6/18/2016,,2016,8,33074-2016--8,33074-160618--156,156,8,34,BWRobinson,CORE,10,2,C,30,,2,,9/1/2016,,,,CORE
33074,6/21/2016,,2016,24,33074-2016--24,33074-160621--156,156,7,16,BWRobinson,CORE,5,2,C,150,,2,,9/1/2016,,,,CORE
33074,6/21/2016,,2016,20,33074-2016--20,33074-160621--156,156,8,11,BWRobinson,GRAJ,5,2,C,150,,2,,9/1/2016,,,,GRAJ
36895,6/23/2016,,2016,2,36895-2016--2,33074-160623--156,156,4,25,BWRobinson,CORE,3,2,C,40,,2,,9/8/2016,,,,CORE
36895,6/23/2016,,2016,3,36895-2016--3,36895-160623--156,156,5,0,BWRobinson,GRAJ,8,2,C,150,,2,200,9/2/2016,,,,GRAJ
36895,6/23/2016,,2016,10,36895-2016--10,36895-160623--156,156,6,22,BWRobinson,CORE,3,2,FO,50,,2,,9/2/2016,,,,CORE
36895,6/23/2016,,2016,15,36895-2016--15,36895-160623--156,156,6,51,BWRobinson,RCKI,8,2,C,10,,2,,9/2/2016,,,,RCKI
36895,6/23/2016,,2016,8,36895-2016--8,36895-160623--156,156,9,17,BWRobinson,GRAJ,3,2,C,150,,2,,9/2/2016,,,,GRAJ
36895,6/24/2016,,2016,21,36895-2016--21,36895-160624--156,156,6,7,BWRobinson,CORE,8,2,FO,20,,2,,9/2/2016,,,,CORE
36895,6/24/2016,,2016,21,36895-2016--21,36895-160624--156,156,6,7,BWRobinson,WWCR,8,2,FO,80,,2,,9/2/2016,,,,WWCR
38634,6/16/2016,,2016,21,38634-2016--21,38634-160616--157,157,5,16,DMLoomis,CORA,3,2,FO,50,,2,,9/8/2016,,,,CORA
38634,6/17/2016,,2016,7,38634-2016--7,38634-160617--157,157,4,4,DMLoomis,CORE,5,2,FO,50,,2,,9/8/2016,,,,CORE
38634,6/18/2016,,2016,4,38634-2016--4,38634-160618--157,157,4,32,DMLoomis,WWCR,8,2,S,100,,2,,9/8/2016,,,,WWCR
38634,6/18/2016,,2016,5,38634-2016--5,38634-160618--157,157,5,9,DMLoomis,CORE,3,2,FO,90,,2,,9/8/2016,,,,CORE
38152,6/19/2016,,2016,6,38152-2016--6,38152-160619--157,157,3,4,DMLoomis,SPSA,8,2,C,30,,2,,9/8/2016,,,,SPSA
38152,6/19/2016,,2016,6,38152-2016--6,38152-160619--157,157,3,4,DMLoomis,AMWI,10,2,C,50,,2,,9/8/2016,,,,AMWI
38152,6/19/2016,,2016,6,38152-2016--6,38152-160619--157,157,3,4,DMLoomis,HERG,5,2,V,80,,2,,9/8/2016,,,,HERG
38152,6/19/2016,,2016,8,38152-2016--8,38152-160619--157,157,8,52,DMLoomis,PEFA,3,2,C,150,,2,200,9/8/2016,,,,PEFA
38152,6/19/2016,,2016,7,38152-2016--7,38152-160619--157,157,9,18,DMLoomis,WCSP,3,2,C,20,,2,,9/8/2016,,,,WCSP
38152,6/19/2016,,2016,7,38152-2016--7,38152-160619--157,157,9,18,DMLoomis,HERG,8,2,V,125,,2,,9/8/2016,,,,HERG
38152,6/20/2016,,2016,19,38152-2016--19,38152-160619--157,157,3,0,DMLoomis,WCSP,3,2,C,10,,2,,9/8/2016,,,,WCSP
38152,6/20/2016,,2016,18,38152-2016--18,38152-160620--157,157,3,46,DMLoomis,CORE,3,2,C,30,,2,,9/8/2016,,,,CORE
38152,6/20/2016,,2016,18,38152-2016--18,38152-160620--157,157,3,46,DMLoomis,WWCR,3,2,S,125,,2,,9/8/2016,,,,WWCR
38152,6/20/2016,,2016,21,38152-2016--21,38152-160620--157,157,4,34,DMLoomis,BOCH,3,2,C,30,,2,,9/8/2016,,,,BOCH
38152,6/20/2016,,2016,16,38152-2016--16,38152-160620--157,157,5,29,DMLoomis,HOGR,3,2,C,50,,2,,9/8/2016,,,,HOGR
38152,6/20/2016,,2016,16,38152-2016--16,38152-160620--157,157,5,29,DMLoomis,RNDU,3,2,C,50,,2,,9/8/2016,,,,RNDU
38152,6/20/2016,,2016,13,38152-2016--13,38152-160620--157,157,7,6,DMLoomis,RNDU,3,2,V,30,,2,,9/8/2016,,,,RNDU
38152,6/20/2016,,2016,14,38152-2016--14,38152-160620--157,157,7,48,DMLoomis,RUBL,5,2,C,40,,2,,9/8/2016,,,,RUBL
37154,6/15/2016,,2016,20,37154-2016--20,37154-160615--155,155,7,6,CWWright,GRSC,8,3,M,130,,3,,8/31/2016,,,,GRSC
37154,6/16/2016,,2016,13,37154-2016--13,37154-160616--155,155,3,43,CWWright,WWCR,5,3,C,60,,3,,8/31/2016,,,,WWCR
37154,6/16/2016,,2016,14,37154-2016--14,37154-160616--155,155,5,35,CWWright,WWCR,8,3,C,60,,3,,8/31/2016,,,,WWCR
29941,6/13/2016,,2016,21,29941-2016--21,29941-160613--156,156,4,21,BWRobinson,MEGU,5,3,C,150,,3,200,9/1/2016,,,,MEGU
30903,6/15/2016,,2016,15,30903-2016--15,30903-160615--156,156,4,45,BWRobinson,CANG,3,3,C,150,,3,400,9/1/2016,,,,CANG
30903,6/15/2016,,2016,24,30903-2016--24,30903-160615--156,156,6,16,BWRobinson,CANG,8,3,C,150,,3,400,9/1/2016,,,,CANG
33074,6/18/2016,,2016,3,33074-2016--3,33074-160618--156,156,7,35,BWRobinson,CORE,3,3,C,80,,3,,9/1/2016,,,,CORE
33074,6/21/2016,,2016,24,33074-2016--24,33074-160621--156,156,7,16,BWRobinson,GRAJ,8,3,J,10,,3,,9/1/2016,,,,GRAJ
38634,6/16/2016,,2016,6,38634-2016--6,38634-160616-157,157,3,3,DMLoomis,CORE,8,3,FO,50,,3,,9/8/2016,,,,CORE
29941,6/14/2016,,2016,11,29941-2016--11,29941-160614--156,156,4,5,BWRobinson,LEYE,10,4,S,100,,4,,9/8/2016,,,,LEYE
30903,6/15/2016,,2016,25,30903-2016--25,30903-160615--156,156,5,45,BWRobinson,SAVS,3,4,FO,150,,4,,9/1/2016,,,,SAVS
38634,6/16/2016,,2016,23,38634-2016--23,38634-160616--157,157,6,28,DMLoomis,CORE,3,4,FO,70,,4,,9/8/2016,,,,CORE
38634,6/17/2016,,2016,17,38634-2016--17,38634-160617--157,157,5,45,DMLoomis,CORE,3,4,FO,80,,4,,9/8/2016,,,,CORE
38152,6/20/2016,,2016,16,38152-2016--16,38152-160620--157,157,5,29,DMLoomis,LESC,3,4,C,40,,4,,9/8/2016,,,,LESC
38152,6/20/2016,,2016,14,38152-2016--14,38152-160620--157,157,7,48,DMLoomis,PALO,5,4,V,150,,4,,9/8/2016,,,,PALO
38152,6/20/2016,,2016,20,38152-2016--20,38152-160620--157,157,8,36,DMLoomis,PALO,5,4,V,150,,4,400,9/8/2016,,,,PALO
37154,6/16/2016,,2016,8,37154-2016--8,37154-160616--155,155,4,15,CWWright,WWCR,3,5,C,30,,5,,8/31/2016,,,,WWCR
37393,6/13/2016,,2016,2,37393-2016--2,37393-160613--155,155,7,35,CWWright,MEGU,3,5,V,150,,5,,8/31/2016,,,,MEGU
29941,6/14/2016,,2016,11,29941-2016--11,29941-160614--156,156,4,5,BWRobinson,BOGU,8,5,C,150,,5,300,9/8/2016,,,,BOGU
33074,6/18/2016,,2016,8,33074-2016--8,33074-160618--156,156,8,34,BWRobinson,WWCR,3,5,FO,10,,5,,9/1/2016,,,,WWCR
38152,6/20/2016,,2016,13,38152-2016--13,38152-160620--157,157,7,6,DMLoomis,LESC,3,6,V,60,,6,,9/8/2016,,,,LESC
37154,6/16/2016,,2016,9,37154-2016--9,37154-160616--155,155,5,0,CWWright,WWCR,3,7,V,80,,7,,8/31/2016,,,,WWCR
30903,6/15/2016,,2016,17,30903-2016--17,30903-160615--156,156,8,9,BWRobinson,CORE,10,8,FO,50,,8,,9/1/2016,,,,CORE
30903,6/15/2016,,2016,25,30903-2016--25,30903-160615--156,156,5,45,BWRobinson,CANG,3,10,FO,150,,10,300,9/1/2016,,,,CANG
29941,6/14/2016,,2016,3,29941-2016--3,29941-160614--156,156,5,57,BWRobinson,GWFG,5,15,C,100,,15,,9/1/2016,,,,GWFG
29941,6/14/2016,,2016,2,29941-2016--2,29941-160614--156,156,5,27,BWRobinson,GWFG,10,17,C,150,,17,400,9/1/2016,,,,GWFG
29941,6/14/2016,,2016,11,29941-2016--11,29941-160614--156,156,4,5,BWRobinson,MEGU,3,30,C,150,,30,200,9/8/2016,,,,MEGU
37154,6/15/2016,,2016,11,37154-2016--11,37154-160615--155,155,3,0,CWWright,SWTH,5,1,S,150,,1,,8/31/2016,,,,SWTH
37154,6/15/2016,,2016,11,37154-2016--11,37154-160615--155,155,3,0,CWWright,WISN,8,1,FD,150,,1,,8/31/2016,,,,WISN
37154,6/15/2016,,2016,11,37154-2016--11,37154-160615--155,155,3,0,CWWright,CORE,5,1,FO,130,,1,,8/31/2016,,,,CORE
37154,6/15/2016,,2016,11,37154-2016--11,37154-160615--155,155,3,0,CWWright,YRWA,10,1,S,150,,1,,8/31/2016,,,,YRWA
37154,6/15/2016,,2016,11,37154-2016--11,37154-160615--155,155,3,0,CWWright,WWCR,3,1,FO,150,,1,,9/1/2016,,,,WWCR
37154,6/15/2016,,2016,11,37154-2016--11,37154-160615--155,155,3,0,CWWright,DEJU,3,1,S,140,,1,,9/1/2016,,,,DEJU
37154,6/15/2016,,2016,11,37154-2016--11,37154-160615--155,155,3,0,CWWright,SWTH,8,1,C,120,,1,,8/31/2016,,,,SWTH
37154,6/15/2016,,2016,11,37154-2016--11,37154-160615--155,155,3,0,CWWright,WCSP,3,1,S,140,,1,,8/31/2016,,,,WCSP
37154,6/15/2016,,2016,11,37154-2016--11,37154-160615--155,155,3,0,CWWright,SWTH,8,1,S,150,,1,,8/31/2016,,,,SWTH
37154,6/15/2016,,2016,11,37154-2016--11,37154-160615--155,155,3,0,CWWright,WWCR,3,1,FO,40,,1,,8/31/2016,,,,WWCR
37154,6/15/2016,,2016,11,37154-2016--11,37154-160615--155,155,3,0,CWWright,LISP,8,1,S,150,,1,,8/31/2016,,,,LISP
37154,6/15/2016,,2016,11,37154-2016--11,37154-160615--155,155,3,0,CWWright,COLO,5,1,C,150,,1,,8/31/2016,,,,COLO
37154,6/15/2016,,2016,16,37154-2016--16,37154-160615--155,155,3,36,CWWright,TRUS,3,1,C,150,,1,,8/31/2016,,,,TRUS
37154,6/15/2016,,2016,16,37154-2016--16,37154-160615--155,155,3,36,CWWright,SWTH,8,1,S,150,,1,,8/31/2016,,,,SWTH
37154,6/15/2016,,2016,16,37154-2016--16,37154-160615--155,155,3,36,CWWright,DEJU,3,1,S,120,,1,,8/31/2016,,,,DEJU
37154,6/15/2016,,2016,16,37154-2016--16,37154-160615--155,155,3,36,CWWright,WCSP,3,1,S,140,,1,,8/31/2016,,,,WCSP
37154,6/15/2016,,2016,16,37154-2016--16,37154-160615--155,155,3,36,CWWright,GRAJ,5,1,C,150,,1,,8/31/2016,,,,GRAJ
37154,6/15/2016,,2016,16,37154-2016--16,37154-160615--155,155,3,36,CWWright,WISN,10,1,C,150,,1,,8/31/2016,,,,WISN
37154,6/15/2016,,2016,21,37154-2016--21,37154-160615--155,155,4,12,CWWright,SWTH,3,1,S,5,,1,,8/31/2016,,,,SWTH
37154,6/15/2016,,2016,21,37154-2016--21,37154-160615--155,155,4,12,CWWright,DEJU,3,1,S,150,,1,,8/31/2016,,,,DEJU
37154,6/15/2016,,2016,21,37154-2016--21,37154-160615--155,155,4,12,CWWright,SWTH,3,1,S,70,,1,,8/31/2016,,,,SWTH
37154,6/15/2016,,2016,21,37154-2016--21,37154-160615--155,155,4,12,CWWright,YRWA,10,1,S,150,,1,,8/31/2016,,,,YRWA
37154,6/15/2016,,2016,22,37154-2016--22,37154-160615--155,155,4,46,CWWright,DEJU,3,1,S,40,,1,,8/31/2016,,,,DEJU
37154,6/15/2016,,2016,22,37154-2016--22,37154-160615--155,155,4,46,CWWright,WWCR,8,1,S,70,,1,,8/31/2016,,,,WWCR
37154,6/15/2016,,2016,22,37154-2016--22,37154-160615--155,155,4,46,CWWright,RCKI,3,1,S,150,,1,,8/31/2016,,,,RCKI
37154,6/15/2016,,2016,22,37154-2016--22,37154-160615--155,155,4,46,CWWright,SWTH,3,1,S,40,,1,,8/31/2016,,,,SWTH
37154,6/15/2016,,2016,23,37154-2016--23,37154-160615--155,155,5,22,CWWright,WISN,3,1,FD,150,,1,,8/31/2016,,,,WISN
37154,6/15/2016,,2016,23,37154-2016--23,37154-160615--155,155,5,22,CWWright,DEJU,3,1,S,120,,1,,8/31/2016,,,,DEJU
37154,6/15/2016,,2016,23,37154-2016--23,37154-160615--155,155,5,22,CWWright,DEJU,10,1,S,100,,1,,8/31/2016,,,,DEJU
37154,6/15/2016,,2016,23,37154-2016--23,37154-160615--155,155,5,22,CWWright,SWTH,3,1,S,150,,1,,8/31/2016,,,,SWTH
37154,6/15/2016,,2016,23,37154-2016--23,37154-160615--155,155,5,22,CWWright,ALFL,8,1,C,40,,1,,8/31/2016,,,,ALFL
37154,6/15/2016,,2016,24,37154-2016--24,37154-160615--155,155,5,49,CWWright,SWTH,3,1,S,150,,1,,8/31/2016,,,,SWTH
37154,6/15/2016,,2016,24,37154-2016--24,37154-160615--155,155,5,49,CWWright,AMRO,8,1,S,150,,1,,8/31/2016,,,,AMRO
37154,6/15/2016,,2016,24,37154-2016--24,37154-160615--155,155,5,49,CWWright,DEJU,3,1,S,40,,1,,8/31/2016,,,,DEJU
37154,6/15/2016,,2016,24,37154-2016--24,37154-160615--155,155,5,49,CWWright,DEJU,3,1,S,150,,1,,8/31/2016,,,,DEJU
37154,6/15/2016,,2016,24,37154-2016--24,37154-160615--155,155,5,49,CWWright,YRWA,10,1,C,40,,1,,8/31/2016,,,,YRWA
37154,6/15/2016,,2016,24,37154-2016--24,37154-160615--155,155,5,49,CWWright,YRWA,3,1,V,40,,1,,8/31/2016,,,,YRWA
37154,6/15/2016,,2016,24,37154-2016--24,37154-160615--155,155,5,49,CWWright,YRWA,3,1,S,150,,1,,8/31/2016,,,,YRWA
37154,6/15/2016,,2016,24,37154-2016--24,37154-160615--155,155,5,49,CWWright,DEJU,3,1,S,150,,1,,8/31/2016,,,,DEJU
37154,6/15/2016,,2016,25,37154-2016--25,37154-160615--155,155,6,23,CWWright,MEGU,8,1,C,150,,1,,8/31/2016,,,,MEGU
37154,6/15/2016,,2016,25,37154-2016--25,37154-160615--155,155,6,23,CWWright,LISP,3,1,C,40,,1,,8/31/2016,,,,LISP
37154,6/15/2016,,2016,25,37154-2016--25,37154-160615--155,155,6,23,CWWright,DEJU,3,1,S,100,,1,,8/31/2016,,,,DEJU
37154,6/15/2016,,2016,25,37154-2016--25,37154-160615--155,155,6,23,CWWright,COLO,5,1,C,150,,1,,8/31/2016,,,,COLO
37154,6/15/2016,,2016,25,37154-2016--25,37154-160615--155,155,6,23,CWWright,LISP,3,1,S,70,,1,,8/31/2016,,,,LISP
37154,6/15/2016,,2016,25,37154-2016--25,37154-160615--155,155,6,23,CWWright,WWCR,5,1,S,150,,1,,8/31/2016,,,,WWCR
37154,6/15/2016,,2016,20,37154-2016--20,37154-160615--155,155,7,6,CWWright,BOCH,3,1,C,150,,1,,8/31/2016,,,,BOCH
37154,6/15/2016,,2016,20,37154-2016--20,37154-160615--155,155,7,6,CWWright,LISP,8,1,S,130,,1,,8/31/2016,,,,LISP
37154,6/15/2016,,2016,20,37154-2016--20,37154-160615--155,155,7,6,CWWright,WWCR,3,1,S,150,,1,,8/31/2016,,,,WWCR
37154,6/15/2016,,2016,20,37154-2016--20,37154-160615--155,155,7,6,CWWright,GRSC,8,1,F,130,,1,,8/31/2016,,,,GRSC
37154,6/15/2016,,2016,20,37154-2016--20,37154-160615--155,155,7,6,CWWright,SWTH,8,1,C,130,,1,,8/31/2016,,,,SWTH
37154,6/15/2016,,2016,20,37154-2016--20,37154-160615--155,155,7,6,CWWright,WISN,3,1,FO,150,,1,,8/31/2016,,,,WISN
37154,6/15/2016,,2016,20,37154-2016--20,37154-160615--155,155,7,6,CWWright,SAVS,3,1,S,40,,1,,8/31/2016,,,,SAVS
37154,6/15/2016,,2016,20,37154-2016--20,37154-160615--155,155,7,6,CWWright,SAVS,3,1,S,100,,1,,8/31/2016,,,,SAVS
37154,6/15/2016,,2016,20,37154-2016--20,37154-160615--155,155,7,6,CWWright,LISP,10,1,S,50,,1,,8/31/2016,,,,LISP
37154,6/15/2016,,2016,20,37154-2016--20,37154-160615--155,155,7,6,CWWright,SWTH,3,1,S,150,,1,,8/31/2016,,,,SWTH
37154,6/15/2016,,2016,20,37154-2016--20,37154-160615--155,155,7,6,CWWright,AMRO,5,1,S,150,,1,,8/31/2016,,,,AMRO
37154,6/15/2016,,2016,19,37154-2016--19,37154-160615--155,155,7,48,CWWright,CORA,3,1,V,30,,1,,8/31/2016,,,,CORA
37154,6/15/2016,,2016,19,37154-2016--19,37154-160615--155,155,7,48,CWWright,WWCR,3,1,S,70,,1,,8/31/2016,,,,WWCR
37154,6/15/2016,,2016,19,37154-2016--19,37154-160615--155,155,7,48,CWWright,SWTH,3,1,S,150,,1,,8/31/2016,,,,SWTH
37154,6/15/2016,,2016,18,37154-2016--18,37154-160615--155,155,8,22,CWWright,RCKI,10,1,S,150,,1,,8/31/2016,,,,RCKI
37154,6/15/2016,,2016,18,37154-2016--18,37154-160615--155,155,8,22,CWWright,PIGR,8,1,FO,80,,1,,8/31/2016,,,,PIGR
37154,6/15/2016,,2016,18,37154-2016--18,37154-160615--155,155,8,22,CWWright,WWCR,3,1,C,100,,1,,8/31/2016,,,,WWCR
37154,6/15/2016,,2016,18,37154-2016--18,37154-160615--155,155,8,22,CWWright,WWCR,10,1,C,100,,1,,8/31/2016,,,,WWCR
37154,6/15/2016,,2016,18,37154-2016--18,37154-160615--155,155,8,22,CWWright,DEJU,3,1,S,70,,1,,8/31/2016,,,,DEJU
37154,6/15/2016,,2016,17,37154-2016--17,37154-160615--155,155,8,55,CWWright,AMRO,5,1,S,150,,1,,8/31/2016,,,,AMRO
37154,6/15/2016,,2016,17,37154-2016--17,37154-160615--155,155,8,55,CWWright,DEJU,10,1,S,40,,1,,8/31/2016,,,,DEJU
37154,6/15/2016,,2016,17,37154-2016--17,37154-160615--155,155,8,55,CWWright,RUBL,3,1,S,140,,1,,8/31/2016,,,,RUBL
37154,6/15/2016,,2016,17,37154-2016--17,37154-160615--155,155,8,55,CWWright,DEJU,8,1,S,60,,1,,8/31/2016,,,,DEJU
37154,6/15/2016,,2016,12,37154-2016--12,37154-160615--155,155,9,26,CWWright,DEJU,3,1,S,130,,1,,8/31/2016,,,,DEJU
37154,6/15/2016,,2016,12,37154-2016--12,37154-160615--155,155,9,26,CWWright,SWTH,5,1,S,150,,1,,8/31/2016,,,,SWTH
37154,6/15/2016,,2016,12,37154-2016--12,37154-160615--155,155,9,26,CWWright,PIGR,8,1,C,60,,1,,8/31/2016,,,,PIGR
37154,6/15/2016,,2016,12,37154-2016--12,37154-160615--155,155,9,26,CWWright,WWCR,10,1,FO,30,,1,,8/31/2016,,,,WWCR
37154,6/15/2016,,2016,12,37154-2016--12,37154-160615--155,155,9,26,CWWright,CORE,5,1,FO,30,,1,,8/31/2016,,,,CORE
37154,6/15/2016,,2016,12,37154-2016--12,37154-160615--155,155,9,26,CWWright,AMRO,3,1,C,90,,1,,8/31/2016,,,,AMRO
37154,6/15/2016,,2016,12,37154-2016--12,37154-160615--155,155,9,26,CWWright,SWTH,10,1,S,150,,1,,8/31/2016,,,,SWTH
37154,6/15/2016,,2016,12,37154-2016--12,37154-160615--155,155,9,26,CWWright,YRWA,8,1,S,140,,1,,8/31/2016,,,,YRWA
37154,6/16/2016,,2016,7,37154-2016--7,37154-160616--155,155,3,0,CWWright,BOCH,10,1,C,140,,1,,8/31/2016,,,,BOCH
37154,6/16/2016,,2016,7,37154-2016--7,37154-160616--155,155,3,0,CWWright,DEJU,3,1,S,90,,1,,8/31/2016,,,,DEJU
37154,6/16/2016,,2016,7,37154-2016--7,37154-160616--155,155,3,0,CWWright,BOWA,3,1,C,120,,1,,8/31/2016,,,,BOWA
37154,6/16/2016,,2016,7,37154-2016--7,37154-160616--155,155,3,0,CWWright,SWTH,3,1,S,110,,1,,8/31/2016,,,,SWTH
37154,6/16/2016,,2016,7,37154-2016--7,37154-160616--155,155,3,0,CWWright,CORE,5,1,S,60,,1,,8/31/2016,,,,CORE
37154,6/16/2016,,2016,7,37154-2016--7,37154-160616--155,155,3,0,CWWright,DEJU,8,1,S,50,,1,,8/31/2016,,,,DEJU
37154,6/16/2016,,2016,7,37154-2016--7,37154-160616--155,155,3,0,CWWright,LISP,8,1,S,150,,1,,8/31/2016,,,,LISP
37154,6/16/2016,,2016,13,37154-2016--13,37154-160616--155,155,3,43,CWWright,SWTH,3,1,S,120,,1,,8/31/2016,,,,SWTH
37154,6/16/2016,,2016,13,37154-2016--13,37154-160616--155,155,3,43,CWWright,DEJU,3,1,S,60,,1,,8/31/2016,,,,DEJU
37154,6/16/2016,,2016,13,37154-2016--13,37154-160616--155,155,3,43,CWWright,WWCR,8,1,S,60,,1,,8/31/2016,,,,WWCR
37154,6/16/2016,,2016,13,37154-2016--13,37154-160616--155,155,3,43,CWWright,CORE,8,1,C,150,,1,,8/31/2016,,,,CORE
37154,6/16/2016,,2016,13,37154-2016--13,37154-160616--155,155,3,43,CWWright,DEJU,3,1,S,60,,1,,8/31/2016,,,,DEJU
37154,6/16/2016,,2016,13,37154-2016--13,37154-160616--155,155,3,43,CWWright,SWTH,3,1,S,150,,1,,8/31/2016,,,,SWTH
37154,6/16/2016,,2016,13,37154-2016--13,37154-160616--155,155,3,43,CWWright,AMRO,3,1,S,150,,1,,8/31/2016,,,,AMRO
37154,6/16/2016,,2016,8,37154-2016--8,37154-160616--155,155,4,15,CWWright,YRWA,3,1,S,70,,1,,8/31/2016,,,,YRWA
37154,6/16/2016,,2016,8,37154-2016--8,37154-160616--155,155,4,15,CWWright,WWCR,3,1,S,30,,1,,8/31/2016,,,,WWCR
37154,6/16/2016,,2016,8,37154-2016--8,37154-160616--155,155,4,15,CWWright,WWCR,8,1,S,20,,1,,8/31/2016,,,,WWCR
37154,6/16/2016,,2016,8,37154-2016--8,37154-160616--155,155,4,15,CWWright,AMRO,3,1,S,150,,1,,8/31/2016,,,,AMRO
37154,6/16/2016,,2016,8,37154-2016--8,37154-160616--155,155,4,15,CWWright,RCKI,10,1,S,40,,1,,8/31/2016,,,,RCKI
