Latitude,Longitude,Name,Icon,PlotName,NWR,year,type,Description
67.33463,-142.99667,38627_21,186,Coleen South,Arctic,odd,ALMS,ALMS Point in Arctic NWR at Coleen South and surveyed in odd years
67.33479,-142.98511,38627_22,186,Coleen South,Arctic,odd,ALMS,ALMS Point in Arctic NWR at Coleen South and surveyed in odd years
67.3349,-142.97348,38627_23,186,Coleen South,Arctic,odd,ALMS,ALMS Point in Arctic NWR at Coleen South and surveyed in odd years
67.33503,-142.96204,38627_24,186,Coleen South,Arctic,odd,ALMS,ALMS Point in Arctic NWR at Coleen South and surveyed in odd years
67.33518,-142.95049,38627_25,186,Coleen South,Arctic,odd,ALMS,ALMS Point in Arctic NWR at Coleen South and surveyed in odd years
67.31692,-142.97205,38627_3,186,Coleen South,Arctic,odd,ALMS,ALMS Point in Arctic NWR at Coleen South and surveyed in odd years
67.31702,-142.96065,38627_4,186,Coleen South,Arctic,odd,ALMS,ALMS Point in Arctic NWR at Coleen South and surveyed in odd years
67.31712,-142.9491,38627_5,186,Coleen South,Arctic,odd,ALMS,ALMS Point in Arctic NWR at Coleen South and surveyed in odd years
67.32113,-142.99562,38627_6,186,Coleen South,Arctic,odd,ALMS,ALMS Point in Arctic NWR at Coleen South and surveyed in odd years
67.32117,-142.98402,38627_7,186,Coleen South,Arctic,odd,ALMS,ALMS Point in Arctic NWR at Coleen South and surveyed in odd years
67.3214,-142.97252,38627_8,186,Coleen South,Arctic,odd,ALMS,ALMS Point in Arctic NWR at Coleen South and surveyed in odd years
67.32149,-142.96102,38627_9,186,Coleen South,Arctic,odd,ALMS,ALMS Point in Arctic NWR at Coleen South and surveyed in odd years
67.49951,-142.77671,39106_1,186,Coleen North,Arctic,odd,ALMS,ALMS Point in Arctic NWR at Coleen North and surveyed in odd years
67.50448,-142.73053,39106_10,186,Coleen North,Arctic,odd,ALMS,ALMS Point in Arctic NWR at Coleen North and surveyed in odd years
67.50851,-142.77736,39106_11,186,Coleen North,Arctic,odd,ALMS,ALMS Point in Arctic NWR at Coleen North and surveyed in odd years
67.50863,-142.76573,39106_12,186,Coleen North,Arctic,odd,ALMS,ALMS Point in Arctic NWR at Coleen North and surveyed in odd years
67.50871,-142.75407,39106_13,186,Coleen North,Arctic,odd,ALMS,ALMS Point in Arctic NWR at Coleen North and surveyed in odd years
67.50887,-142.74246,39106_14,186,Coleen North,Arctic,odd,ALMS,ALMS Point in Arctic NWR at Coleen North and surveyed in odd years
67.50899,-142.73083,39106_15,186,Coleen North,Arctic,odd,ALMS,ALMS Point in Arctic NWR at Coleen North and surveyed in odd years
67.51302,-142.77767,39106_16,186,Coleen North,Arctic,odd,ALMS,ALMS Point in Arctic NWR at Coleen North and surveyed in odd years
67.51314,-142.76604,39106_17,186,Coleen North,Arctic,odd,ALMS,ALMS Point in Arctic NWR at Coleen North and surveyed in odd years
67.51326,-142.7544,39106_18,186,Coleen North,Arctic,odd,ALMS,ALMS Point in Arctic NWR at Coleen North and surveyed in odd years
67.51338,-142.74277,39106_19,186,Coleen North,Arctic,odd,ALMS,ALMS Point in Arctic NWR at Coleen North and surveyed in odd years
67.49966,-142.76501,39106_2,186,Coleen North,Arctic,odd,ALMS,ALMS Point in Arctic NWR at Coleen North and surveyed in odd years
67.5135,-142.73114,39106_20,186,Coleen North,Arctic,odd,ALMS,ALMS Point in Arctic NWR at Coleen North and surveyed in odd years
67.51753,-142.77798,39106_21,186,Coleen North,Arctic,odd,ALMS,ALMS Point in Arctic NWR at Coleen North and surveyed in odd years
67.51765,-142.76635,39106_22,186,Coleen North,Arctic,odd,ALMS,ALMS Point in Arctic NWR at Coleen North and surveyed in odd years
67.51777,-142.75471,39106_23,186,Coleen North,Arctic,odd,ALMS,ALMS Point in Arctic NWR at Coleen North and surveyed in odd years
67.51789,-142.74307,39106_24,186,Coleen North,Arctic,odd,ALMS,ALMS Point in Arctic NWR at Coleen North and surveyed in odd years
67.5179,-142.73146,39106_25,186,Coleen North,Arctic,odd,ALMS,ALMS Point in Arctic NWR at Coleen North and surveyed in odd years
67.49976,-142.75354,39106_3,186,Coleen North,Arctic,odd,ALMS,ALMS Point in Arctic NWR at Coleen North and surveyed in odd years
67.49984,-142.74184,39106_4,186,Coleen North,Arctic,odd,ALMS,ALMS Point in Arctic NWR at Coleen North and surveyed in odd years
67.49993,-142.73016,39106_5,186,Coleen North,Arctic,odd,ALMS,ALMS Point in Arctic NWR at Coleen North and surveyed in odd years
67.504,-142.77705,39106_6,186,Coleen North,Arctic,odd,ALMS,ALMS Point in Arctic NWR at Coleen North and surveyed in odd years
67.50415,-142.76536,39106_7,186,Coleen North,Arctic,odd,ALMS,ALMS Point in Arctic NWR at Coleen North and surveyed in odd years
67.50427,-142.75377,39106_8,186,Coleen North,Arctic,odd,ALMS,ALMS Point in Arctic NWR at Coleen North and surveyed in odd years
67.50463,-142.74141,39106_9,186,Coleen North,Arctic,odd,ALMS,ALMS Point in Arctic NWR at Coleen North and surveyed in odd years
63.00355,-158.95374,29942_1,186,Netletna,Innoko,odd,ALMS,ALMS Point in Innoko NWR at Netletna and surveyed in odd years
63.01265,-158.91823,29942_10,186,Netletna,Innoko,odd,ALMS,ALMS Point in Innoko NWR at Netletna and surveyed in odd years
63.01337,-158.94946,29942_12,186,Netletna,Innoko,odd,ALMS,ALMS Point in Innoko NWR at Netletna and surveyed in odd years
63.01577,-158.93042,29942_14,186,Netletna,Innoko,odd,ALMS,ALMS Point in Innoko NWR at Netletna and surveyed in odd years
63.01695,-158.92093,29942_15,186,Netletna,Innoko,odd,ALMS,ALMS Point in Innoko NWR at Netletna and surveyed in odd years
63.0165,-158.96167,29942_16,186,Netletna,Innoko,odd,ALMS,ALMS Point in Innoko NWR at Netletna and surveyed in odd years
63.01769,-158.95215,29942_17,186,Netletna,Innoko,odd,ALMS,ALMS Point in Innoko NWR at Netletna and surveyed in odd years
63.01886,-158.9426,29942_18,186,Netletna,Innoko,odd,ALMS,ALMS Point in Innoko NWR at Netletna and surveyed in odd years
63.00475,-158.94418,29942_2,186,Netletna,Innoko,odd,ALMS,ALMS Point in Innoko NWR at Netletna and surveyed in odd years
63.00593,-158.93472,29942_3,186,Netletna,Innoko,odd,ALMS,ALMS Point in Innoko NWR at Netletna and surveyed in odd years
63.00713,-158.92517,29942_4,186,Netletna,Innoko,odd,ALMS,ALMS Point in Innoko NWR at Netletna and surveyed in odd years
63.00832,-158.91559,29942_5,186,Netletna,Innoko,odd,ALMS,ALMS Point in Innoko NWR at Netletna and surveyed in odd years
63.00786,-158.95639,29942_6,186,Netletna,Innoko,odd,ALMS,ALMS Point in Innoko NWR at Netletna and surveyed in odd years
63.00904,-158.94687,29942_7,186,Netletna,Innoko,odd,ALMS,ALMS Point in Innoko NWR at Netletna and surveyed in odd years
63.01025,-158.93726,29942_8,186,Netletna,Innoko,odd,ALMS,ALMS Point in Innoko NWR at Netletna and surveyed in odd years
63.01144,-158.9277,29942_9,186,Netletna,Innoko,odd,ALMS,ALMS Point in Innoko NWR at Netletna and surveyed in odd years
63.388533,-158.1125,30664_10,186,Grouch Creek,Innoko,odd,ALMS,ALMS Point in Innoko NWR at Grouch Creek and surveyed in odd years
63.38825,-158.153817,30664_11,186,Grouch Creek,Innoko,odd,ALMS,ALMS Point in Innoko NWR at Grouch Creek and surveyed in odd years
63.389467,-158.14415,30664_12,186,Grouch Creek,Innoko,odd,ALMS,ALMS Point in Innoko NWR at Grouch Creek and surveyed in odd years
63.3907,-158.134283,30664_13,186,Grouch Creek,Innoko,odd,ALMS,ALMS Point in Innoko NWR at Grouch Creek and surveyed in odd years
63.391617,-158.124683,30664_14,186,Grouch Creek,Innoko,odd,ALMS,ALMS Point in Innoko NWR at Grouch Creek and surveyed in odd years
63.392783,-158.11515,30664_15,186,Grouch Creek,Innoko,odd,ALMS,ALMS Point in Innoko NWR at Grouch Creek and surveyed in odd years
63.3937,-158.146667,30664_17,186,Grouch Creek,Innoko,odd,ALMS,ALMS Point in Innoko NWR at Grouch Creek and surveyed in odd years
63.3949,-158.137033,30664_18,186,Grouch Creek,Innoko,odd,ALMS,ALMS Point in Innoko NWR at Grouch Creek and surveyed in odd years
63.396133,-158.127433,30664_19,186,Grouch Creek,Innoko,odd,ALMS,ALMS Point in Innoko NWR at Grouch Creek and surveyed in odd years
63.397367,-158.1177,30664_20,186,Grouch Creek,Innoko,odd,ALMS,ALMS Point in Innoko NWR at Grouch Creek and surveyed in odd years
63.396883,-158.158867,30664_21,186,Grouch Creek,Innoko,odd,ALMS,ALMS Point in Innoko NWR at Grouch Creek and surveyed in odd years
63.398083,-158.149233,30664_22,186,Grouch Creek,Innoko,odd,ALMS,ALMS Point in Innoko NWR at Grouch Creek and surveyed in odd years
63.3991,-158.1395,30664_23,186,Grouch Creek,Innoko,odd,ALMS,ALMS Point in Innoko NWR at Grouch Creek and surveyed in odd years
63.4003,-158.129633,30664_24,186,Grouch Creek,Innoko,odd,ALMS,ALMS Point in Innoko NWR at Grouch Creek and surveyed in odd years
63.401433,-158.120317,30664_25,186,Grouch Creek,Innoko,odd,ALMS,ALMS Point in Innoko NWR at Grouch Creek and surveyed in odd years
63.383883,-158.151283,30664_6,186,Grouch Creek,Innoko,odd,ALMS,ALMS Point in Innoko NWR at Grouch Creek and surveyed in odd years
63.385117,-158.1417,30664_7,186,Grouch Creek,Innoko,odd,ALMS,ALMS Point in Innoko NWR at Grouch Creek and surveyed in odd years
63.386233,-158.131633,30664_8,186,Grouch Creek,Innoko,odd,ALMS,ALMS Point in Innoko NWR at Grouch Creek and surveyed in odd years
63.387317,-158.12265,30664_9,186,Grouch Creek,Innoko,odd,ALMS,ALMS Point in Innoko NWR at Grouch Creek and surveyed in odd years
65.381309,-157.638951,35691_1,186,Blackpoll Slough,Koyukuk,odd,ALMS,ALMS Point in Koyukuk NWR at Blackpoll Slough and surveyed in odd years
65.390102,-157.599968,35691_10,186,Blackpoll Slough,Koyukuk,odd,ALMS,ALMS Point in Koyukuk NWR at Blackpoll Slough and surveyed in odd years
65.390004,-157.64428,35691_11,186,Blackpoll Slough,Koyukuk,odd,ALMS,ALMS Point in Koyukuk NWR at Blackpoll Slough and surveyed in odd years
65.391116,-157.633868,35691_12,186,Blackpoll Slough,Koyukuk,odd,ALMS,ALMS Point in Koyukuk NWR at Blackpoll Slough and surveyed in odd years
65.392228,-157.623455,35691_13,186,Blackpoll Slough,Koyukuk,odd,ALMS,ALMS Point in Koyukuk NWR at Blackpoll Slough and surveyed in odd years
65.393339,-157.613042,35691_14,186,Blackpoll Slough,Koyukuk,odd,ALMS,ALMS Point in Koyukuk NWR at Blackpoll Slough and surveyed in odd years
65.39445,-157.602627,35691_15,186,Blackpoll Slough,Koyukuk,odd,ALMS,ALMS Point in Koyukuk NWR at Blackpoll Slough and surveyed in odd years
65.394351,-157.646946,35691_16,186,Blackpoll Slough,Koyukuk,odd,ALMS,ALMS Point in Koyukuk NWR at Blackpoll Slough and surveyed in odd years
65.395464,-157.636533,35691_17,186,Blackpoll Slough,Koyukuk,odd,ALMS,ALMS Point in Koyukuk NWR at Blackpoll Slough and surveyed in odd years
65.396576,-157.626118,35691_18,186,Blackpoll Slough,Koyukuk,odd,ALMS,ALMS Point in Koyukuk NWR at Blackpoll Slough and surveyed in odd years
65.397687,-157.615703,35691_19,186,Blackpoll Slough,Koyukuk,odd,ALMS,ALMS Point in Koyukuk NWR at Blackpoll Slough and surveyed in odd years
65.382421,-157.628542,35691_2,186,Blackpoll Slough,Koyukuk,odd,ALMS,ALMS Point in Koyukuk NWR at Blackpoll Slough and surveyed in odd years
65.398798,-157.605287,35691_20,186,Blackpoll Slough,Koyukuk,odd,ALMS,ALMS Point in Koyukuk NWR at Blackpoll Slough and surveyed in odd years
65.398698,-157.649613,35691_21,186,Blackpoll Slough,Koyukuk,odd,ALMS,ALMS Point in Koyukuk NWR at Blackpoll Slough and surveyed in odd years
65.399811,-157.639198,35691_22,186,Blackpoll Slough,Koyukuk,odd,ALMS,ALMS Point in Koyukuk NWR at Blackpoll Slough and surveyed in odd years
65.400924,-157.628782,35691_23,186,Blackpoll Slough,Koyukuk,odd,ALMS,ALMS Point in Koyukuk NWR at Blackpoll Slough and surveyed in odd years
65.402035,-157.618365,35691_24,186,Blackpoll Slough,Koyukuk,odd,ALMS,ALMS Point in Koyukuk NWR at Blackpoll Slough and surveyed in odd years
65.403146,-157.607947,35691_25,186,Blackpoll Slough,Koyukuk,odd,ALMS,ALMS Point in Koyukuk NWR at Blackpoll Slough and surveyed in odd years
65.383533,-157.618132,35691_3,186,Blackpoll Slough,Koyukuk,odd,ALMS,ALMS Point in Koyukuk NWR at Blackpoll Slough and surveyed in odd years
65.384644,-157.607722,35691_4,186,Blackpoll Slough,Koyukuk,odd,ALMS,ALMS Point in Koyukuk NWR at Blackpoll Slough and surveyed in odd years
65.385754,-157.59731,35691_5,186,Blackpoll Slough,Koyukuk,odd,ALMS,ALMS Point in Koyukuk NWR at Blackpoll Slough and surveyed in odd years
65.385656,-157.641615,35691_6,186,Blackpoll Slough,Koyukuk,odd,ALMS,ALMS Point in Koyukuk NWR at Blackpoll Slough and surveyed in odd years
65.386769,-157.631205,35691_7,186,Blackpoll Slough,Koyukuk,odd,ALMS,ALMS Point in Koyukuk NWR at Blackpoll Slough and surveyed in odd years
65.38788,-157.620793,35691_8,186,Blackpoll Slough,Koyukuk,odd,ALMS,ALMS Point in Koyukuk NWR at Blackpoll Slough and surveyed in odd years
65.388992,-157.610381,35691_9,186,Blackpoll Slough,Koyukuk,odd,ALMS,ALMS Point in Koyukuk NWR at Blackpoll Slough and surveyed in odd years
65.813105,-156.109476,36416_1,186,Lake Iris,Koyukuk,odd,ALMS,ALMS Point in Koyukuk NWR at Lake Iris and surveyed in odd years
65.821527,-156.069395,36416_10,186,Lake Iris,Koyukuk,odd,ALMS,ALMS Point in Koyukuk NWR at Lake Iris and surveyed in odd years
65.821856,-156.114401,36416_11,186,Lake Iris,Koyukuk,odd,ALMS,ALMS Point in Koyukuk NWR at Lake Iris and surveyed in odd years
65.822869,-156.103765,36416_12,186,Lake Iris,Koyukuk,odd,ALMS,ALMS Point in Koyukuk NWR at Lake Iris and surveyed in odd years
65.823881,-156.093128,36416_13,186,Lake Iris,Koyukuk,odd,ALMS,ALMS Point in Koyukuk NWR at Lake Iris and surveyed in odd years
65.824893,-156.08249,36416_14,186,Lake Iris,Koyukuk,odd,ALMS,ALMS Point in Koyukuk NWR at Lake Iris and surveyed in odd years
65.825904,-156.071851,36416_15,186,Lake Iris,Koyukuk,odd,ALMS,ALMS Point in Koyukuk NWR at Lake Iris and surveyed in odd years
65.826231,-156.116865,36416_16,186,Lake Iris,Koyukuk,odd,ALMS,ALMS Point in Koyukuk NWR at Lake Iris and surveyed in odd years
65.827244,-156.106227,36416_17,186,Lake Iris,Koyukuk,odd,ALMS,ALMS Point in Koyukuk NWR at Lake Iris and surveyed in odd years
65.828257,-156.095588,36416_18,186,Lake Iris,Koyukuk,odd,ALMS,ALMS Point in Koyukuk NWR at Lake Iris and surveyed in odd years
65.829269,-156.084949,36416_19,186,Lake Iris,Koyukuk,odd,ALMS,ALMS Point in Koyukuk NWR at Lake Iris and surveyed in odd years
65.814117,-156.098843,36416_2,186,Lake Iris,Koyukuk,odd,ALMS,ALMS Point in Koyukuk NWR at Lake Iris and surveyed in odd years
65.83028,-156.074309,36416_20,186,Lake Iris,Koyukuk,odd,ALMS,ALMS Point in Koyukuk NWR at Lake Iris and surveyed in odd years
65.830607,-156.119329,36416_21,186,Lake Iris,Koyukuk,odd,ALMS,ALMS Point in Koyukuk NWR at Lake Iris and surveyed in odd years
65.83162,-156.10869,36416_22,186,Lake Iris,Koyukuk,odd,ALMS,ALMS Point in Koyukuk NWR at Lake Iris and surveyed in odd years
65.832633,-156.098049,36416_23,186,Lake Iris,Koyukuk,odd,ALMS,ALMS Point in Koyukuk NWR at Lake Iris and surveyed in odd years
65.833645,-156.087408,36416_24,186,Lake Iris,Koyukuk,odd,ALMS,ALMS Point in Koyukuk NWR at Lake Iris and surveyed in odd years
65.834656,-156.076767,36416_25,186,Lake Iris,Koyukuk,odd,ALMS,ALMS Point in Koyukuk NWR at Lake Iris and surveyed in odd years
65.815129,-156.088209,36416_3,186,Lake Iris,Koyukuk,odd,ALMS,ALMS Point in Koyukuk NWR at Lake Iris and surveyed in odd years
65.816141,-156.077575,36416_4,186,Lake Iris,Koyukuk,odd,ALMS,ALMS Point in Koyukuk NWR at Lake Iris and surveyed in odd years
65.817151,-156.066939,36416_5,186,Lake Iris,Koyukuk,odd,ALMS,ALMS Point in Koyukuk NWR at Lake Iris and surveyed in odd years
65.81748,-156.111938,36416_6,186,Lake Iris,Koyukuk,odd,ALMS,ALMS Point in Koyukuk NWR at Lake Iris and surveyed in odd years
65.818493,-156.101304,36416_7,186,Lake Iris,Koyukuk,odd,ALMS,ALMS Point in Koyukuk NWR at Lake Iris and surveyed in odd years
65.819505,-156.090668,36416_8,186,Lake Iris,Koyukuk,odd,ALMS,ALMS Point in Koyukuk NWR at Lake Iris and surveyed in odd years
65.820517,-156.080032,36416_9,186,Lake Iris,Koyukuk,odd,ALMS,ALMS Point in Koyukuk NWR at Lake Iris and surveyed in odd years
64.505685,-154.342872,32597_1,186,Lake-no-Lake,Nowitna,odd,ALMS,ALMS Point in Nowitna NWR at Lake-no-Lake and surveyed in odd years
64.513648,-154.304118,32597_10,186,Lake-no-Lake,Nowitna,odd,ALMS,ALMS Point in Nowitna NWR at Lake-no-Lake and surveyed in odd years
64.514467,-154.347031,32597_11,186,Lake-no-Lake,Nowitna,odd,ALMS,ALMS Point in Nowitna NWR at Lake-no-Lake and surveyed in odd years
64.515361,-154.336822,32597_12,186,Lake-no-Lake,Nowitna,odd,ALMS,ALMS Point in Nowitna NWR at Lake-no-Lake and surveyed in odd years
64.516254,-154.326612,32597_13,186,Lake-no-Lake,Nowitna,odd,ALMS,ALMS Point in Nowitna NWR at Lake-no-Lake and surveyed in odd years
64.517147,-154.316402,32597_14,186,Lake-no-Lake,Nowitna,odd,ALMS,ALMS Point in Nowitna NWR at Lake-no-Lake and surveyed in odd years
64.51804,-154.306192,32597_15,186,Lake-no-Lake,Nowitna,odd,ALMS,ALMS Point in Nowitna NWR at Lake-no-Lake and surveyed in odd years
64.518858,-154.349111,32597_16,186,Lake-no-Lake,Nowitna,odd,ALMS,ALMS Point in Nowitna NWR at Lake-no-Lake and surveyed in odd years
64.519752,-154.3389,32597_17,186,Lake-no-Lake,Nowitna,odd,ALMS,ALMS Point in Nowitna NWR at Lake-no-Lake and surveyed in odd years
64.520646,-154.328689,32597_18,186,Lake-no-Lake,Nowitna,odd,ALMS,ALMS Point in Nowitna NWR at Lake-no-Lake and surveyed in odd years
64.521539,-154.318478,32597_19,186,Lake-no-Lake,Nowitna,odd,ALMS,ALMS Point in Nowitna NWR at Lake-no-Lake and surveyed in odd years
64.506579,-154.332667,32597_2,186,Lake-no-Lake,Nowitna,odd,ALMS,ALMS Point in Nowitna NWR at Lake-no-Lake and surveyed in odd years
64.522431,-154.308266,32597_20,186,Lake-no-Lake,Nowitna,odd,ALMS,ALMS Point in Nowitna NWR at Lake-no-Lake and surveyed in odd years
64.523249,-154.351191,32597_21,186,Lake-no-Lake,Nowitna,odd,ALMS,ALMS Point in Nowitna NWR at Lake-no-Lake and surveyed in odd years
64.524143,-154.34098,32597_22,186,Lake-no-Lake,Nowitna,odd,ALMS,ALMS Point in Nowitna NWR at Lake-no-Lake and surveyed in odd years
64.525037,-154.330767,32597_23,186,Lake-no-Lake,Nowitna,odd,ALMS,ALMS Point in Nowitna NWR at Lake-no-Lake and surveyed in odd years
64.52593,-154.320554,32597_24,186,Lake-no-Lake,Nowitna,odd,ALMS,ALMS Point in Nowitna NWR at Lake-no-Lake and surveyed in odd years
64.526823,-154.31034,32597_25,186,Lake-no-Lake,Nowitna,odd,ALMS,ALMS Point in Nowitna NWR at Lake-no-Lake and surveyed in odd years
64.507472,-154.32246,32597_3,186,Lake-no-Lake,Nowitna,odd,ALMS,ALMS Point in Nowitna NWR at Lake-no-Lake and surveyed in odd years
64.508365,-154.312253,32597_4,186,Lake-no-Lake,Nowitna,odd,ALMS,ALMS Point in Nowitna NWR at Lake-no-Lake and surveyed in odd years
64.509257,-154.302045,32597_5,186,Lake-no-Lake,Nowitna,odd,ALMS,ALMS Point in Nowitna NWR at Lake-no-Lake and surveyed in odd years
64.510076,-154.344951,32597_6,186,Lake-no-Lake,Nowitna,odd,ALMS,ALMS Point in Nowitna NWR at Lake-no-Lake and surveyed in odd years
64.51097,-154.334744,32597_7,186,Lake-no-Lake,Nowitna,odd,ALMS,ALMS Point in Nowitna NWR at Lake-no-Lake and surveyed in odd years
64.511863,-154.324536,32597_8,186,Lake-no-Lake,Nowitna,odd,ALMS,ALMS Point in Nowitna NWR at Lake-no-Lake and surveyed in odd years
64.512756,-154.314327,32597_9,186,Lake-no-Lake,Nowitna,odd,ALMS,ALMS Point in Nowitna NWR at Lake-no-Lake and surveyed in odd years
66.637797,-158.912099,39274_1,186,,Selawik,odd,ALMS,ALMS Point in Selawik NWR at  and surveyed in odd years
66.646925,-158.871699,39274_10,186,,Selawik,odd,ALMS,ALMS Point in Selawik NWR at  and surveyed in odd years
66.646471,-158.918098,39274_11,186,,Selawik,odd,ALMS,ALMS Point in Selawik NWR at  and surveyed in odd years
66.64767,-158.907248,39274_12,186,,Selawik,odd,ALMS,ALMS Point in Selawik NWR at  and surveyed in odd years
66.648869,-158.896397,39274_13,186,,Selawik,odd,ALMS,ALMS Point in Selawik NWR at  and surveyed in odd years
66.650067,-158.885545,39274_14,186,,Selawik,odd,ALMS,ALMS Point in Selawik NWR at  and surveyed in odd years
66.651264,-158.874692,39274_15,186,,Selawik,odd,ALMS,ALMS Point in Selawik NWR at  and surveyed in odd years
66.650809,-158.921099,39274_16,186,,Selawik,odd,ALMS,ALMS Point in Selawik NWR at  and surveyed in odd years
66.652008,-158.910247,39274_17,186,,Selawik,odd,ALMS,ALMS Point in Selawik NWR at  and surveyed in odd years
66.653206,-158.899395,39274_18,186,,Selawik,odd,ALMS,ALMS Point in Selawik NWR at  and surveyed in odd years
66.654404,-158.888541,39274_19,186,,Selawik,odd,ALMS,ALMS Point in Selawik NWR at  and surveyed in odd years
66.638995,-158.901252,39274_2,186,,Selawik,odd,ALMS,ALMS Point in Selawik NWR at  and surveyed in odd years
66.655602,-158.877686,39274_20,186,,Selawik,odd,ALMS,ALMS Point in Selawik NWR at  and surveyed in odd years
66.655146,-158.924101,39274_21,186,,Selawik,odd,ALMS,ALMS Point in Selawik NWR at  and surveyed in odd years
66.656345,-158.913248,39274_22,186,,Selawik,odd,ALMS,ALMS Point in Selawik NWR at  and surveyed in odd years
66.657544,-158.902393,39274_23,186,,Selawik,odd,ALMS,ALMS Point in Selawik NWR at  and surveyed in odd years
66.658742,-158.891538,39274_24,186,,Selawik,odd,ALMS,ALMS Point in Selawik NWR at  and surveyed in odd years
66.65994,-158.880682,39274_25,186,,Selawik,odd,ALMS,ALMS Point in Selawik NWR at  and surveyed in odd years
66.640193,-158.890405,39274_3,186,,Selawik,odd,ALMS,ALMS Point in Selawik NWR at  and surveyed in odd years
66.641391,-158.879556,39274_4,186,,Selawik,odd,ALMS,ALMS Point in Selawik NWR at  and surveyed in odd years
66.642587,-158.868706,39274_5,186,,Selawik,odd,ALMS,ALMS Point in Selawik NWR at  and surveyed in odd years
66.642134,-158.915098,39274_6,186,,Selawik,odd,ALMS,ALMS Point in Selawik NWR at  and surveyed in odd years
66.643333,-158.90425,39274_7,186,,Selawik,odd,ALMS,ALMS Point in Selawik NWR at  and surveyed in odd years
66.644531,-158.8934,39274_8,186,,Selawik,odd,ALMS,ALMS Point in Selawik NWR at  and surveyed in odd years
66.645729,-158.88255,39274_9,186,,Selawik,odd,ALMS,ALMS Point in Selawik NWR at  and surveyed in odd years
63.61530673,-142.3205885,FP01,186,Fairplay,Tetlin,all,BBS,BBS Point in Tetlin NWR at Fairplay surveyed in all years
63.62373624,-142.3222326,FP02,186,Fairplay,Tetlin,all,BBS,BBS Point in Tetlin NWR at Fairplay surveyed in all years
63.62752914,-142.3204848,FP03,186,Fairplay,Tetlin,all,BBS,BBS Point in Tetlin NWR at Fairplay surveyed in all years
63.63431445,-142.3093329,FP04,186,Fairplay,Tetlin,all,BBS,BBS Point in Tetlin NWR at Fairplay surveyed in all years
63.64024105,-142.3143382,FP05,186,Fairplay,Tetlin,all,BBS,BBS Point in Tetlin NWR at Fairplay surveyed in all years
63.64509149,-142.3036498,FP06,186,Fairplay,Tetlin,all,BBS,BBS Point in Tetlin NWR at Fairplay surveyed in all years
63.64834224,-142.2866195,FP07,186,Fairplay,Tetlin,all,BBS,BBS Point in Tetlin NWR at Fairplay surveyed in all years
63.65397479,-142.2925162,FP08,186,Fairplay,Tetlin,all,BBS,BBS Point in Tetlin NWR at Fairplay surveyed in all years
63.65980642,-142.2931249,FP09,186,Fairplay,Tetlin,all,BBS,BBS Point in Tetlin NWR at Fairplay surveyed in all years
63.66399452,-142.2815934,FP10,186,Fairplay,Tetlin,all,BBS,BBS Point in Tetlin NWR at Fairplay surveyed in all years
63.66826753,-142.2702254,FP11,186,Fairplay,Tetlin,all,BBS,BBS Point in Tetlin NWR at Fairplay surveyed in all years
63.67398097,-142.2630266,FP12,186,Fairplay,Tetlin,all,BBS,BBS Point in Tetlin NWR at Fairplay surveyed in all years
63.6815075,-142.2612457,FP13,186,Fairplay,Tetlin,all,BBS,BBS Point in Tetlin NWR at Fairplay surveyed in all years
63.68761581,-142.2590902,FP14,186,Fairplay,Tetlin,all,BBS,BBS Point in Tetlin NWR at Fairplay surveyed in all years
63.69516347,-142.2596901,FP15,186,Fairplay,Tetlin,all,BBS,BBS Point in Tetlin NWR at Fairplay surveyed in all years
63.70160068,-142.2611219,FP16,186,Fairplay,Tetlin,all,BBS,BBS Point in Tetlin NWR at Fairplay surveyed in all years
63.70840972,-142.2736901,FP17,186,Fairplay,Tetlin,all,BBS,BBS Point in Tetlin NWR at Fairplay surveyed in all years
63.71245651,-142.2842781,FP18,186,Fairplay,Tetlin,all,BBS,BBS Point in Tetlin NWR at Fairplay surveyed in all years
63.7201433,-142.2822775,FP19,186,Fairplay,Tetlin,all,BBS,BBS Point in Tetlin NWR at Fairplay surveyed in all years
63.72754494,-142.2821516,FP20,186,Fairplay,Tetlin,all,BBS,BBS Point in Tetlin NWR at Fairplay surveyed in all years
63.73323407,-142.2760955,FP21,186,Fairplay,Tetlin,all,BBS,BBS Point in Tetlin NWR at Fairplay surveyed in all years
63.73930994,-142.2691013,FP22,186,Fairplay,Tetlin,all,BBS,BBS Point in Tetlin NWR at Fairplay surveyed in all years
63.74690495,-142.2619787,FP23,186,Fairplay,Tetlin,all,BBS,BBS Point in Tetlin NWR at Fairplay surveyed in all years
63.75265067,-142.2535861,FP24,186,Fairplay,Tetlin,all,BBS,BBS Point in Tetlin NWR at Fairplay surveyed in all years
63.75857365,-142.2491164,FP25,186,Fairplay,Tetlin,all,BBS,BBS Point in Tetlin NWR at Fairplay surveyed in all years
63.76616187,-142.2422634,FP26,186,Fairplay,Tetlin,all,BBS,BBS Point in Tetlin NWR at Fairplay surveyed in all years
63.77260203,-142.2358655,FP27,186,Fairplay,Tetlin,all,BBS,BBS Point in Tetlin NWR at Fairplay surveyed in all years
63.77880061,-142.2299881,FP28,186,Fairplay,Tetlin,all,BBS,BBS Point in Tetlin NWR at Fairplay surveyed in all years
63.78638682,-142.2259919,FP29,186,Fairplay,Tetlin,all,BBS,BBS Point in Tetlin NWR at Fairplay surveyed in all years
