Block_No,Date,Rep,Year,Point,Blockyrreppt,Blockdaterepobs,ObsNo,Hr,Min,FMLast,Species,Period,No_gt_1,Behav,Dist,Identity,Total_10,Exact_distance,MODIFIED,Access BlockYrRepPtID,Access Observer Code,Comments,New species codes
32597,6/15/2017,,2017,25,,,,4,30,ZMPohlen,WISN,3,1,FD,70,,,70,,,,,
32597,6/15/2017,,2017,25,,,,4,30,ZMPohlen,WISN,3,1,FD,151,,,200,,,,,
32597,6/15/2017,,2017,25,,,,4,30,ZMPohlen,SAVS,3,1,S,151,,,250,,,,,
32597,6/15/2017,,2017,25,,,,4,30,ZMPohlen,SAVS,3,1,S,150,,,150,,,,,
32597,6/15/2017,,2017,25,,,,4,30,ZMPohlen,WCSP,3,1,S,151,,,200,,,,,
32597,6/15/2017,,2017,25,,,,4,30,ZMPohlen,SWTH,3,1,S,151,,,300,,,,,
32597,6/15/2017,,2017,25,,,,4,30,ZMPohlen,LISP,3,1,S,151,,,350,,,,,
32597,6/15/2017,,2017,25,,,,4,30,ZMPohlen,SCJU,3,1,S,401,,,>400,,,,,
32597,6/15/2017,,2017,25,,,,4,30,ZMPohlen,SCJU,3,1,S,401,,,>400,,,,,
32597,6/15/2017,,2017,25,,,,4,30,ZMPohlen,MALL,5,1,M,50,,,50,,,,,
32597,6/15/2017,,2017,25,,,,4,30,ZMPohlen,ALFL,8,1,S,150,,,150,,,,,
32597,6/15/2017,,2017,25,,,,4,30,ZMPohlen,TRUS,8,1,C,401,,,>400,,,,,
32597,6/15/2017,,2017,25,,,,4,30,ZMPohlen,ATTW,10,1,D,401,,,>400,,,,,
32597,6/15/2017,,2017,25,,,,4,30,ZMPohlen,LISP,10,1,S,151,,,200,,,,,
32597,6/15/2017,,2017,20,,,,5,25,ZMPohlen,SWTH,3,1,C,60,,,60,,,,,
32597,6/15/2017,,2017,20,,,,5,25,ZMPohlen,SCJU,3,1,S,80,,,80,,,,,
32597,6/15/2017,,2017,20,,,,5,25,ZMPohlen,SWTH,3,1,S,60,,,60,,,,,
32597,6/15/2017,,2017,20,,,,5,25,ZMPohlen,LISP,3,1,S,150,,,150,,,,,
32597,6/15/2017,,2017,20,,,,5,25,ZMPohlen,SWTH,3,1,S,151,,,200,,,,,
32597,6/15/2017,,2017,20,,,,5,25,ZMPohlen,MYWA,3,1,S,90,,,90,,,,,
32597,6/15/2017,,2017,20,,,,5,25,ZMPohlen,WISN,3,1,FD,151,,,200,,,,,
32597,6/15/2017,,2017,20,,,,5,25,ZMPohlen,MYWA,3,1,S,90,,,90,,,,,
32597,6/15/2017,,2017,20,,,,5,25,ZMPohlen,SOSA,5,1,FD,151,,,200,,,,,
32597,6/15/2017,,2017,20,,,,5,25,ZMPohlen,SWTH,5,1,D,151,,,250,,,,,
32597,6/15/2017,,2017,20,,,,5,25,ZMPohlen,LISP,5,1,D,80,,,80,,,,,
32597,6/15/2017,,2017,20,,,,5,25,ZMPohlen,GRAJ,8,1,C,150,,,150,,,,,
32597,6/15/2017,,2017,20,,,,5,25,ZMPohlen,SWTH,8,1,C,70,,,70,,,,,
32597,6/15/2017,,2017,20,,,,5,25,ZMPohlen,TRUS,8,1,CP,401,,,>400,,,,,
32597,6/15/2017,,2017,15,,,,6,8,ZMPohlen,SWTH,3,1,S,151,,,200,,,,,
32597,6/15/2017,,2017,15,,,,6,8,ZMPohlen,SWTH,3,1,S,151,,,250,,,,,
32597,6/15/2017,,2017,15,,,,6,8,ZMPohlen,GRAJ,3,1,C,80,,,80,,,,,
32597,6/15/2017,,2017,15,,,,6,8,ZMPohlen,SWTH,3,1,C,60,,,60,,,,,
32597,6/15/2017,,2017,15,,,,6,8,ZMPohlen,SWTH,3,1,S,150,,,150,,,,,
32597,6/15/2017,,2017,15,,,,6,8,ZMPohlen,YEWA,5,1,S,151,,,300,,,,,
32597,6/15/2017,,2017,15,,,,6,8,ZMPohlen,WISN,5,1,FD,151,,,300,,,,,
32597,6/15/2017,,2017,15,,,,6,8,ZMPohlen,RCKI,5,1,S,151,,,200,,,,,
32597,6/15/2017,,2017,15,,,,6,8,ZMPohlen,ALFL,8,1,S,151,,,250,,,,,
32597,6/15/2017,,2017,15,,,,6,8,ZMPohlen,WISN,8,1,S,125,,,125,,,,,
32597,6/15/2017,,2017,15,,,,6,8,ZMPohlen,RCKI,10,1,S,151,,,200,,,,,
32597,6/15/2017,,2017,15,,,,6,8,ZMPohlen,GRAJ,10,1,C,150,,,150,,,,,
32597,6/15/2017,,2017,10,,,,6,47,ZMPohlen,ALFL,3,1,S,150,,,150,,,,,
32597,6/15/2017,,2017,10,,,,6,47,ZMPohlen,LISP,3,1,S,125,,,125,,,,,
32597,6/15/2017,,2017,10,,,,6,47,ZMPohlen,OCWA,3,1,S,90,,,90,,,,,
32597,6/15/2017,,2017,10,,,,6,47,ZMPohlen,RUBL,3,1,C,151,,,200,,,,,
32597,6/15/2017,,2017,10,,,,6,47,ZMPohlen,YEWA,3,1,S,80,,,80,,,,,
32597,6/15/2017,,2017,10,,,,6,47,ZMPohlen,LISP,3,1,S,125,,,125,,,,,
32597,6/15/2017,,2017,10,,,,6,47,ZMPohlen,ALFL,3,1,S,50,,,50,,,,,
32597,6/15/2017,,2017,10,,,,6,47,ZMPohlen,ALFL,3,1,S,80,,,80,,,,,
32597,6/15/2017,,2017,10,,,,6,47,ZMPohlen,FOSP,3,1,S,150,,,150,,,,,
32597,6/15/2017,,2017,10,,,,6,47,ZMPohlen,WCSP,3,1,S,150,,,150,,,,,
32597,6/15/2017,,2017,10,,,,6,47,ZMPohlen,AMRO,5,1,C,150,,,150,,,,,
32597,6/15/2017,,2017,10,,,,6,47,ZMPohlen,WCSP,5,1,S,151,,,200,,,,,
32597,6/15/2017,,2017,10,,,,6,47,ZMPohlen,SWTH,8,1,S,151,,,250,,,,,
32597,6/15/2017,,2017,10,,,,6,47,ZMPohlen,LISP,8,1,C,20,,,20,,,,,
32597,6/15/2017,,2017,10,,,,6,47,ZMPohlen,SACR,8,1,C,401,,,>400,,,,,
32597,6/15/2017,,2017,5,,,,7,30,ZMPohlen,LEYE,3,1,C,70,,,70,,,,,
32597,6/15/2017,,2017,5,,,,7,30,ZMPohlen,ALFL,3,1,S,150,,,150,,,,,
32597,6/15/2017,,2017,5,,,,7,30,ZMPohlen,TRUS,3,1,C,401,,,>400,,,,,
32597,6/15/2017,,2017,5,,,,7,30,ZMPohlen,SAVS,3,1,S,150,,,150,,,,,
32597,6/15/2017,,2017,5,,,,7,30,ZMPohlen,YEWA,3,1,S,60,,,60,,,,,
32597,6/15/2017,,2017,5,,,,7,30,ZMPohlen,ALFL,3,1,S,90,,,90,,,,,
32597,6/15/2017,,2017,5,,,,7,30,ZMPohlen,WISN,3,1,S,150,,,150,,,,,
32597,6/15/2017,,2017,5,,,,7,30,ZMPohlen,WCSP,3,1,S,90,,,90,,,,,
32597,6/15/2017,,2017,5,,,,7,30,ZMPohlen,LISP,3,1,S,150,,,150,,,,,
32597,6/15/2017,,2017,5,,,,7,30,ZMPohlen,FOSP,5,1,S,150,,,150,,,,,
32597,6/15/2017,,2017,5,,,,7,30,ZMPohlen,FOSP,5,1,S,151,,,200,,,,,
32597,6/15/2017,,2017,5,,,,7,30,ZMPohlen,FOSP,5,1,S,125,,,125,,,,,
32597,6/15/2017,,2017,5,,,,7,30,ZMPohlen,ALFL,5,1,S,150,,,150,,,,,
32597,6/15/2017,,2017,5,,,,7,30,ZMPohlen,SWTH,8,1,C,80,,,80,,,,,
32597,6/15/2017,,2017,5,,,,7,30,ZMPohlen,WCSP,8,1,S,151,,,300,,,,,
32597,6/15/2017,,2017,5,,,,7,30,ZMPohlen,CORE,8,1,C,125,,,125,,,,,
32597,6/15/2017,,2017,5,,,,7,30,ZMPohlen,ATTW,8,1,D,151,,,300,,,,,
32597,6/15/2017,,2017,5,,,,7,30,ZMPohlen,WISN,8,1,FD,151,,,200,,,,,
32597,6/15/2017,,2017,5,,,,7,30,ZMPohlen,OCWA,8,1,S,125,,,125,,,,,
32597,6/15/2017,,2017,5,,,,7,30,ZMPohlen,SACR,10,1,CP,401,,,>400,,,,,
32597,6/15/2017,,2017,5,,,,7,30,ZMPohlen,CORE,10,2,FD,60,,,60,,,,,
32597,6/15/2017,,2017,5,,,,7,30,ZMPohlen,SACR,10,1,C,401,,,>400,,,,,
32597,6/15/2017,,2017,5,,,,7,30,ZMPohlen,FOSP,10,1,S,50,,,50,,,,,
32597,6/15/2017,,2017,4,,,,8,10,ZMPohlen,YEWA,3,1,S,150,,,150,,,,,
32597,6/15/2017,,2017,4,,,,8,10,ZMPohlen,LISP,3,1,S,40,,,40,,,,,
32597,6/15/2017,,2017,4,,,,8,10,ZMPohlen,WCSP,3,1,S,151,,,200,,,,,
32597,6/15/2017,,2017,4,,,,8,10,ZMPohlen,FOSP,3,1,S,125,,,125,,,,,
32597,6/15/2017,,2017,4,,,,8,10,ZMPohlen,BLPW,3,1,S,50,,,50,,,,,
32597,6/15/2017,,2017,4,,,,8,10,ZMPohlen,OCWA,3,1,S,80,,,80,,,,,
32597,6/15/2017,,2017,4,,,,8,10,ZMPohlen,ALFL,3,1,S,90,,,90,,,,,
32597,6/15/2017,,2017,4,,,,8,10,ZMPohlen,LISP,3,1,S,151,,,200,,,,,
32597,6/15/2017,,2017,4,,,,8,10,ZMPohlen,SACR,3,1,CP,401,,,>400,,,,,
32597,6/15/2017,,2017,4,,,,8,10,ZMPohlen,ALFL,5,1,S,151,,,200,,,,,
32597,6/15/2017,,2017,4,,,,8,10,ZMPohlen,GRAJ,5,1,S,60,,,60,,,,,
32597,6/15/2017,,2017,4,,,,8,10,ZMPohlen,WISN,5,1,FD,150,,,150,,,,,
32597,6/15/2017,,2017,4,,,,8,10,ZMPohlen,WCSP,8,1,S,60,,,60,,,,,
32597,6/15/2017,,2017,4,,,,8,10,ZMPohlen,SWTH,8,1,S,80,,,80,,,,,
32597,6/16/2017,,2017,19,,,,3,15,ZMPohlen,RCKI,3,1,S,70,,,70,,,,,
32597,6/16/2017,,2017,19,,,,3,15,ZMPohlen,SWTH,3,1,S,60,,,60,,,,,
32597,6/16/2017,,2017,19,,,,3,15,ZMPohlen,SWTH,3,1,S,100,,,100,,,,,
32597,6/16/2017,,2017,19,,,,3,15,ZMPohlen,LISP,3,1,S,125,,,125,,,,,
32597,6/16/2017,,2017,19,,,,3,15,ZMPohlen,SWTH,3,1,S,150,,,150,,,,,
32597,6/16/2017,,2017,19,,,,3,15,ZMPohlen,AMRO,3,1,S,90,,,90,,,,,
32597,6/16/2017,,2017,19,,,,3,15,ZMPohlen,SWTH,5,1,S,90,,,90,,,,,
32597,6/16/2017,,2017,19,,,,3,15,ZMPohlen,SCJU,8,1,S,151,,,250,,,,,
32597,6/16/2017,,2017,19,,,,3,15,ZMPohlen,ALFL,10,1,S,151,,,300,,,,,
32597,6/16/2017,,2017,14,,,,4,3,ZMPohlen,LEYE,3,1,C,150,,,150,,,,,
32597,6/16/2017,,2017,14,,,,4,3,ZMPohlen,ALFL,3,1,S,150,,,150,,,,,
32597,6/16/2017,,2017,14,,,,4,3,ZMPohlen,LISP,3,1,C,20,,,20,,,,,
32597,6/16/2017,,2017,14,,,,4,3,ZMPohlen,LISP,3,1,C,20,,,20,,,,,
32597,6/16/2017,,2017,14,,,,4,3,ZMPohlen,LEYE,3,1,C,60,,,60,,,,,
32597,6/16/2017,,2017,14,,,,4,3,ZMPohlen,WCSP,3,1,S,80,,,80,,,,,
32597,6/16/2017,,2017,14,,,,4,3,ZMPohlen,SWTH,3,1,S,151,,,300,,,,,
32597,6/16/2017,,2017,14,,,,4,3,ZMPohlen,ALFL,3,1,S,125,,,125,,,,,
32597,6/16/2017,,2017,14,,,,4,3,ZMPohlen,SWTH,3,1,S,80,,,80,,,,,
32597,6/16/2017,,2017,14,,,,4,3,ZMPohlen,WCSP,3,1,S,151,,,200,,,,,
32597,6/16/2017,,2017,14,,,,4,3,ZMPohlen,LISP,5,1,S,150,,,150,,,,,
32597,6/16/2017,,2017,14,,,,4,3,ZMPohlen,SOSA,5,1,FD,151,,,200,,,,,
32597,6/16/2017,,2017,14,,,,4,3,ZMPohlen,TRUS,8,1,C,401,,,>400,,,,,
32597,6/16/2017,,2017,14,,,,4,3,ZMPohlen,SWTH,8,1,S,100,,,100,,,,,
32597,6/16/2017,,2017,14,,,,4,3,ZMPohlen,AMRO,8,1,C,90,,,90,,,,,
32597,6/16/2017,,2017,14,,,,4,3,ZMPohlen,LISP,8,1,S,125,,,125,,,,,
32597,6/16/2017,,2017,9,,,,4,45,ZMPohlen,ALFL,3,1,S,150,,,150,,,,,
32597,6/16/2017,,2017,9,,,,4,45,ZMPohlen,YEWA,3,1,S,100,,,100,,,,,
32597,6/16/2017,,2017,9,,,,4,45,ZMPohlen,FOSP,3,1,S,60,,,60,,,,,
32597,6/16/2017,,2017,9,,,,4,45,ZMPohlen,YEWA,3,1,S,150,,,150,,,,,
32597,6/16/2017,,2017,9,,,,4,45,ZMPohlen,ALFL,3,1,S,150,,,150,,,,,
32597,6/16/2017,,2017,9,,,,4,45,ZMPohlen,GRAJ,3,3,C,80,,,80,,,,,
32597,6/16/2017,,2017,9,,,,4,45,ZMPohlen,WCSP,3,1,S,150,,,150,,,,,
32597,6/16/2017,,2017,9,,,,4,45,ZMPohlen,CORE,3,4,FO,60,,,60,,,,,
32597,6/16/2017,,2017,9,,,,4,45,ZMPohlen,SWTH,5,1,S,100,,,100,,,,,
32597,6/16/2017,,2017,9,,,,4,45,ZMPohlen,ALFL,5,1,S,151,,,200,,,,,
32597,6/16/2017,,2017,9,,,,4,45,ZMPohlen,WCSP,5,1,S,151,,,200,,,,,
32597,6/16/2017,,2017,9,,,,4,45,ZMPohlen,AMRO,5,1,S,80,,,80,,,,,
32597,6/16/2017,,2017,9,,,,4,45,ZMPohlen,ATTW,5,1,D,401,,,400,,,,,
32597,6/16/2017,,2017,9,,,,4,45,ZMPohlen,CORE,5,1,C,10,,,10,,,,,
32597,6/16/2017,,2017,9,,,,4,45,ZMPohlen,OCWA,8,1,S,150,,,150,,,,,
32597,6/16/2017,,2017,9,,,,4,45,ZMPohlen,TRUS,8,1,CP,401,,,>400,,,,,
32597,6/16/2017,,2017,9,,,,4,45,ZMPohlen,WISN,8,1,FD,150,,,150,,,,,
32597,6/16/2017,,2017,9,,,,4,45,ZMPohlen,WISN,8,1,FD,151,,,200,,,,,
32597,6/16/2017,,2017,8,,,,5,23,ZMPohlen,WCSP,3,1,S,90,,,90,,,,,
32597,6/16/2017,,2017,8,,,,5,23,ZMPohlen,LISP,3,1,S,50,,,50,,,,,
32597,6/16/2017,,2017,8,,,,5,23,ZMPohlen,ALFL,3,1,S,125,,,125,,,,,
32597,6/16/2017,,2017,8,,,,5,23,ZMPohlen,LISP,3,1,S,151,,,200,,,,,
32597,6/16/2017,,2017,8,,,,5,23,ZMPohlen,WISN,3,1,FD,150,,,150,,,,,
32597,6/16/2017,,2017,8,,,,5,23,ZMPohlen,TRUS,3,1,CP,401,,,>400,,,,,
32597,6/16/2017,,2017,8,,,,5,23,ZMPohlen,LISP,3,1,S,80,,,80,,,,,
32597,6/16/2017,,2017,8,,,,5,23,ZMPohlen,LISP,3,1,S,150,,,150,,,,,
32597,6/16/2017,,2017,8,,,,5,23,ZMPohlen,WCSP,3,1,S,151,,,200,,,,,
32597,6/16/2017,,2017,8,,,,5,23,ZMPohlen,AMRO,3,1,C,150,,,150,,,,,
32597,6/16/2017,,2017,8,,,,5,23,ZMPohlen,WISN,3,1,S,125,,,125,,,,,
32597,6/16/2017,,2017,8,,,,5,23,ZMPohlen,OCWA,5,1,S,150,,,150,,,,,
32597,6/16/2017,,2017,8,,,,5,23,ZMPohlen,CORE,5,1,FD,70,,,70,,,,,
32597,6/16/2017,,2017,8,,,,5,23,ZMPohlen,WCSP,8,1,S,151,,,200,,,,,
32597,6/16/2017,,2017,8,,,,5,23,ZMPohlen,LEYE,8,1,FD,151,,,200,,,,,
32597,6/16/2017,,2017,8,,,,5,23,ZMPohlen,GRAJ,8,1,C,150,,,150,,,,,
32597,6/16/2017,,2017,8,,,,5,23,ZMPohlen,CORE,8,1,FO,50,,,50,,,,,
32597,6/16/2017,,2017,8,,,,5,23,ZMPohlen,LISP,10,1,S,100,,,100,,,,,
32597,6/16/2017,,2017,3,,,,6,7,ZMPohlen,LEYE,3,1,FD,151,,,250,,,,,
32597,6/16/2017,,2017,3,,,,6,7,ZMPohlen,LISP,3,1,S,125,,,125,,,,,
32597,6/16/2017,,2017,3,,,,6,7,ZMPohlen,WCSP,3,1,S,151,,,200,,,,,
32597,6/16/2017,,2017,3,,,,6,7,ZMPohlen,SAVS,3,1,S,90,,,90,,,,,
32597,6/16/2017,,2017,3,,,,6,7,ZMPohlen,WISN,3,1,FD,151,,,250,,,,,
32597,6/16/2017,,2017,3,,,,6,7,ZMPohlen,LISP,3,1,S,70,,,70,,,,,
32597,6/16/2017,,2017,3,,,,6,7,ZMPohlen,WCSP,3,2,C,20,,,20,,,,,
32597,6/16/2017,,2017,3,,,,6,7,ZMPohlen,WCSP,3,1,S,150,,,150,,,,,
32597,6/16/2017,,2017,3,,,,6,7,ZMPohlen,ALFL,3,1,S,150,,,150,,,,,
32597,6/16/2017,,2017,3,,,,6,7,ZMPohlen,LISP,5,1,S,40,,,40,,,,,
32597,6/16/2017,,2017,3,,,,6,7,ZMPohlen,LISP,5,1,S,80,,,80,,,,,
32597,6/16/2017,,2017,3,,,,6,7,ZMPohlen,FOSP,5,1,S,151,,,200,,,,,
32597,6/16/2017,,2017,3,,,,6,7,ZMPohlen,ALFL,8,1,S,150,,,150,,,,,
32597,6/16/2017,,2017,3,,,,6,7,ZMPohlen,CORE,8,1,FO,40,,,40,,,,,
32597,6/16/2017,,2017,3,,,,6,7,ZMPohlen,WISN,8,1,FD,151,,,200,,,,,
32597,6/16/2017,,2017,3,,,,6,7,ZMPohlen,SCJU,10,1,S,150,,,150,,,,,
32597,6/16/2017,,2017,2,,,,6,42,ZMPohlen,ALFL,3,1,S,70,,,70,,,,,
32597,6/16/2017,,2017,2,,,,6,42,ZMPohlen,WCSP,3,1,S,100,,,100,,,,,
32597,6/16/2017,,2017,2,,,,6,42,ZMPohlen,WISN,3,1,FD,90,,,90,,,,,
32597,6/16/2017,,2017,2,,,,6,42,ZMPohlen,WISN,3,1,S,80,,,80,,,,,
32597,6/16/2017,,2017,2,,,,6,42,ZMPohlen,WCSP,3,1,S,100,,,100,,,,,
32597,6/16/2017,,2017,2,,,,6,42,ZMPohlen,GRAJ,3,1,C,100,,,100,,,,,
32597,6/16/2017,,2017,2,,,,6,42,ZMPohlen,LEYE,3,1,FD,150,,,150,,,,,
32597,6/16/2017,,2017,2,,,,6,42,ZMPohlen,LISP,5,1,S,125,,,125,,,,,
32597,6/16/2017,,2017,2,,,,6,42,ZMPohlen,COGO,5,1,F,50,,,50,,,,,
32597,6/16/2017,,2017,2,,,,6,42,ZMPohlen,BOCH,5,1,C,70,,,70,,,,,
32597,6/16/2017,,2017,2,,,,6,42,ZMPohlen,SCJU,8,1,S,80,,,80,,,,,
32597,6/16/2017,,2017,2,,,,6,42,ZMPohlen,CORE,8,1,C,80,,,80,,,,,
32597,6/16/2017,,2017,2,,,,6,42,ZMPohlen,YEWA,8,1,S,70,,,70,,,,,
32597,6/16/2017,,2017,7,,,,7,27,ZMPohlen,RUBL,3,1,C,70,,,70,,,,,
32597,6/16/2017,,2017,7,,,,7,27,ZMPohlen,RNPH,3,1,C,40,,,40,,,,,
32597,6/16/2017,,2017,7,,,,7,27,ZMPohlen,ALFL,3,1,S,90,,,90,,,,,
32597,6/16/2017,,2017,7,,,,7,27,ZMPohlen,GRAJ,3,1,C,100,,,100,,,,,
32597,6/16/2017,,2017,7,,,,7,27,ZMPohlen,ALFL,3,1,S,150,,,150,,,,,
32597,6/16/2017,,2017,7,,,,7,27,ZMPohlen,WISN,3,1,FD,150,,,150,,,,,
32597,6/16/2017,,2017,7,,,,7,27,ZMPohlen,WISN,3,1,FD,125,,,125,,,,,
32597,6/16/2017,,2017,7,,,,7,27,ZMPohlen,LEYE,3,1,C,90,,,90,,,,,
32597,6/16/2017,,2017,7,,,,7,27,ZMPohlen,CORE,3,4,C,60,,,60,,,,,
32597,6/16/2017,,2017,7,,,,7,27,ZMPohlen,WCSP,3,1,S,125,,,125,,,,,
32597,6/16/2017,,2017,7,,,,7,27,ZMPohlen,SWTH,5,1,S,151,,,200,,,,,
32597,6/16/2017,,2017,7,,,,7,27,ZMPohlen,YEWA,5,1,S,90,,,90,,,,,
32597,6/16/2017,,2017,7,,,,7,27,ZMPohlen,LISP,5,1,S,70,,,70,,,,,
32597,6/16/2017,,2017,7,,,,7,27,ZMPohlen,YEWA,8,1,S,150,,,150,,,,,
32597,6/16/2017,,2017,7,,,,7,27,ZMPohlen,WCSP,8,1,S,150,,,150,,,,,
32597,6/16/2017,,2017,7,,,,7,27,ZMPohlen,LEYE,8,1,S,100,,,100,,,,,
32597,6/16/2017,,2017,7,,,,7,27,ZMPohlen,ALFL,8,1,S,150,,,150,,,,,
32597,6/16/2017,,2017,7,,,,7,27,ZMPohlen,WCSP,10,1,S,80,,,80,,,,,
32597,6/16/2017,,2017,7,,,,7,27,ZMPohlen,LISP,10,1,S,100,,,100,,,,,
32597,6/16/2017,,2017,7,,,,7,27,ZMPohlen,FOSP,10,1,S,125,,,125,,,,,
32597,6/16/2017,,2017,13,,,,8,20,ZMPohlen,TRUS,3,7,V,80,,,80,,,,,
32597,6/16/2017,,2017,13,,,,8,20,ZMPohlen,RUBL,3,1,C,150,,,150,,,,,
32597,6/16/2017,,2017,13,,,,8,20,ZMPohlen,LEYE,3,1,C,90,,,90,,,,,
32597,6/16/2017,,2017,13,,,,8,20,ZMPohlen,ALFL,3,1,S,150,,,150,,,,,
32597,6/16/2017,,2017,13,,,,8,20,ZMPohlen,WISN,3,1,S,70,,,70,,,,,
32597,6/16/2017,,2017,13,,,,8,20,ZMPohlen,OCWA,3,1,S,70,,,70,,,,,
32597,6/16/2017,,2017,13,,,,8,20,ZMPohlen,LISP,3,1,S,50,,,50,,,,,
32597,6/16/2017,,2017,13,,,,8,20,ZMPohlen,WCSP,3,1,S,151,,,200,,,,,
32597,6/16/2017,,2017,13,,,,8,20,ZMPohlen,GRAJ,3,2,C,60,,,60,,,,,
32597,6/16/2017,,2017,13,,,,8,20,ZMPohlen,ALFL,3,1,S,125,,,125,,,,,
32597,6/16/2017,,2017,13,,,,8,20,ZMPohlen,WCSP,5,1,S,151,,,200,,,,,
32597,6/16/2017,,2017,13,,,,8,20,ZMPohlen,WISN,5,1,FD,125,,,125,,,,,
32597,6/16/2017,,2017,13,,,,8,20,ZMPohlen,LISP,8,1,S,100,,,100,,,,,
32597,6/16/2017,,2017,13,,,,8,20,ZMPohlen,TRES,10,1,V,80,,,80,,,,,
32597,6/16/2017,,2017,18,,,,9,29,ZMPohlen,LISP,3,1,S,80,,,80,,,,,
32597,6/16/2017,,2017,18,,,,9,29,ZMPohlen,WISN,3,1,FD,150,,,150,,,,,
32597,6/16/2017,,2017,18,,,,9,29,ZMPohlen,SWTH,3,1,S,80,,,80,,,,,
32597,6/16/2017,,2017,18,,,,9,29,ZMPohlen,AMRO,3,1,C,60,,,60,,,,,
32597,6/16/2017,,2017,18,,,,9,29,ZMPohlen,GRAJ,5,1,C,100,,,100,,,,,
32597,6/16/2017,,2017,18,,,,9,29,ZMPohlen,SWTH,8,1,S,30,,,30,,,,,
32597,6/16/2017,,2017,18,,,,9,29,ZMPohlen,WWCR,8,3,FO,60,,,60,,,,,
32597,6/17/2017,,2017,23,,,,3,15,ZMPohlen,SCJU,3,1,S,100,,,100,,,,,
32597,6/17/2017,,2017,23,,,,3,15,ZMPohlen,LISP,3,1,S,90,,,90,,,,,
32597,6/17/2017,,2017,23,,,,3,15,ZMPohlen,SWTH,3,1,S,150,,,150,,,,,
32597,6/17/2017,,2017,23,,,,3,15,ZMPohlen,SCJU,3,1,S,100,,,100,,,,,
32597,6/17/2017,,2017,23,,,,3,15,ZMPohlen,SCJU,3,1,S,100,,,100,,,,,
32597,6/17/2017,,2017,23,,,,3,15,ZMPohlen,SCJU,3,1,S,50,,,50,,,,,
32597,6/17/2017,,2017,23,,,,3,15,ZMPohlen,SCJU,3,1,S,80,,,80,,,,,
32597,6/17/2017,,2017,23,,,,3,15,ZMPohlen,WCSP,5,1,S,151,,,200,,,,,
32597,6/17/2017,,2017,23,,,,3,15,ZMPohlen,SOSA,5,1,FD,151,,,250,,,,,
32597,6/17/2017,,2017,23,,,,3,15,ZMPohlen,WISN,5,1,S,151,,,200,,,,,
32597,6/17/2017,,2017,23,,,,3,15,ZMPohlen,SWTH,5,1,S,60,,,60,,,,,
32597,6/17/2017,,2017,23,,,,3,15,ZMPohlen,CORE,8,1,FO,70,,,70,,,,,
32597,6/17/2017,,2017,23,,,,3,15,ZMPohlen,WCSP,8,1,C,30,,,30,,,,,
32597,6/17/2017,,2017,23,,,,3,15,ZMPohlen,CORE,10,1,C,50,,,50,,,,,
32597,6/17/2017,,2017,23,,,,3,15,ZMPohlen,LISP,10,1,S,80,,,80,,,,,
32597,6/17/2017,,2017,23,,,,3,15,ZMPohlen,AMRO,3,1,S,125,,,125,,,,,
